mean_mode1,mean_mode2,mean_mode3,mean_mode4,mean_mode5,std_mode1,std_mode2,std_mode3,std_mode4,std_mode5,skew_mode1,skew_mode2,skew_mode3,skew_mode4,skew_mode5,kurtosis_mode1,kurtosis_mode2,kurtosis_mode3,kurtosis_mode4,kurtosis_mode5,rms_mode1,rms_mode2,rms_mode3,rms_mode4,rms_mode5,envelope_energy_mode1,envelope_energy_mode2,envelope_energy_mode3,envelope_energy_mode4,envelope_energy_mode5,spectral_centroid,spectral_bandwidth,dominant_freq,power_band_20_150Hz,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,wavelet_L1_energy,wavelet_L2_energy,wavelet_L3_energy,recording_id
0.0007371483345048834,0.09869370183800967,9.081590556167713,86.34701726990512,0.09869645469902663,194.81436951263396,7.671842596473661e-08,0.008965686972000652,-0.0002719121447675657,325.584536167479,0.00896568697232889,1.6076708576546332,-1.2418066968755508e-07,0.0052399070911553275,7.023880092634433e-05,358.7811157669799,0.005239907092626808,0.5491325266295395,-2.388960038132293e-08,0.0038395811064441637,1.861652017704203e-05,364.2988137963192,0.003839581106518484,0.2948476614619016,-1.3912689424485617e-08,0.0031182799507717867,1.2800243520579173e-05,347.9955633379765,0.0031182799508028235,0.19447339696935984,50.57870041211908,72.84073769612544,0.4,2726.146727932844,-461.817,25.744944,25.098425,24.055113,22.663746,1.308516999739579,0.40841123528666384,0.21716167246819573,id_0
-0.0023045747884503087,0.017670909955473386,0.11016938292519772,2.23207131950117,0.017820553403584558,6.298331760683514,5.804611994914117e-07,0.0036050080846104873,0.015867400756167084,7.6567038670553025,0.003605008131342033,0.25992166824560337,6.311368148982573e-07,0.0011470937741033431,0.008498859714241311,9.823261373406584,0.001147093947730669,0.02631648630671128,4.807657969385254e-08,0.00045063310166748957,-0.0002028891177784981,17.60030752445239,0.0004506331042320565,0.00406140386399488,7.949321108590915e-09,0.00034888708972551037,-4.321193319405558e-05,40.044357621206736,0.0003488870898160722,0.0024344440247325147,58.07453317969715,70.9367328300035,0.1,359.7061331043371,-676.25696,58.353523,55.86805,52.594627,48.458843,0.14954158007952817,0.03246190364730239,0.002041551994522001,id_1
0.00239532319658624,0.03010904933189941,-0.00916843421474769,4.0408175319591,0.030204178930850884,18.188472765331014,-4.5145861443592947e-07,0.002064153374102371,-0.1371335738741606,239.16087383025604,0.0020641534234724615,0.0852145850737746,-9.748866065262525e-08,0.0037471059633606423,2.5098217204784404e-05,555.6100076437845,0.0037471059646288266,0.2808160621008333,-6.517104598166414e-08,0.0023191826223636675,8.31741412028902e-05,328.8235472843922,0.0023191826232793486,0.10757216075372021,-1.838023395761575e-08,0.0014145477165753346,3.0517117282370562e-05,429.29960703388605,0.0014145477166947484,0.04001890482139936,69.64173380023287,83.00792350637332,0.1,421.1902269417203,-645.1774,39.678673,38.401783,36.66025,34.451824,0.04465556129697956,0.1926250215408839,0.05063524047396002,id_2
-0.00017840272098372157,0.031168650238766984,-0.6218976742322592,10.93753593903462,0.031169160804189827,19.430013429391803,9.326691467690496e-07,0.0075165557852744065,-0.019321007806787048,48.84316242627853,0.007516555843138125,1.1299722260778928,1.953504602761035e-07,0.0009435228734466151,0.00032755491059640956,76.77479292136314,0.0009435228936696552,0.017804708591798994,1.1641527463976625e-07,0.0003938944089688979,0.0045115593045515125,82.66605191242527,0.00039389442617213257,0.003103056193490523,5.6668272696360446e-08,0.0002516465368586884,0.007664601695744347,87.79902394013519,0.0002516465432392512,0.0012665195543356553,42.606567967826145,44.78433075040583,15.600000000000001,1274.4048763558897,-591.1151,41.47998,40.234127,38.448044,36.158924,0.7301748736435332,0.03884802447117887,0.0010961175538789396,id_3
0.0007752111189725832,0.08471659199441456,-0.7981801990363914,13.514223292509914,0.08472013875948908,143.54402870568148,1.7333245897381533e-07,0.004381911705257282,0.08811902491161128,16.667763786855165,0.004381911708685482,0.38402300414491514,-4.036200917100401e-08,0.0009169166426855739,8.183729271386341e-05,50.483024217631446,0.0009169166435739272,0.01681472260394441,-1.4418742371591768e-08,0.00023727809548093032,0.00015101863217041643,15.16349486458737,0.0002372780959190241,0.0011260178937753272,-1.1564386460865563e-08,0.00018813007600354377,0.00010900406564558662,39.98793149902854,0.0001881300763589761,0.0007078585105530968,30.025575981007652,28.86019861807146,18.5,14969.837291462769,-484.87762,28.93558,28.358551,27.476011,26.347317,0.5314782678922347,0.02286499023384588,0.0007881966849212283,id_4
-0.0028980807039501407,0.06064368214449842,-0.14279681305719877,0.4414501812389906,0.06071289035954032,73.63711237972753,3.1644168275985303e-06,0.004161741869629135,-0.011520599355651603,6.05557449490559,0.004161743072674967,0.34640200772663715,7.494585573954011e-07,0.0013844048182578507,0.009579556046939794,5.944150624884248,0.0013844050211205107,0.0383315392795473,3.358600780390605e-07,0.0004421553361447867,0.0896057863324372,9.332795957468104,0.00044215546370400234,0.00391002754655854,1.841989164190798e-07,0.0002877395694790953,0.16242626401313792,24.182516779732023,0.0002877396284373355,0.0016558809600091073,32.63702800178469,46.62719057061291,16.6,3706.0953579911306,-573.279,50.584015,48.929535,46.48887,43.388546,0.3209319509486865,0.03530788466335221,0.0017426113292580807,id_5
-0.006349517542182314,0.06594868266951297,0.34747820083745523,8.539409869163348,0.06625364230638646,87.38773855533292,4.1214021667006475e-06,0.010058789789346713,-0.036971028029190924,34.79903175237335,0.01005879063368065,2.0235852094366957,1.1263612600213044e-06,0.0011551020791129973,0.06096615258586856,43.113126260125,0.0011551026282806463,0.026685228213150804,5.125601422862846e-07,0.0003932246873170578,0.42709276017290104,50.962653815893894,0.0003932250213726198,0.0030925148244019887,2.7549627805510055e-07,0.00024066615587634512,0.8229072373167665,102.3671858283872,0.0002406663135598675,0.001158403588601843,37.86209202683799,48.69772351671358,0.1,8215.977552172537,-524.13654,36.799603,35.71622,34.38651,32.72834,1.3943099958169443,0.07722802806435594,0.0015545612873975757,id_6
0.001619652295285111,0.024417364221708523,-0.15385670772620552,1.1614858018111835,0.024471022640935827,11.950386233661465,-1.596204937950835e-06,0.0008675613007924404,-0.18522660340232766,49.90696344873323,0.0008675627692005203,0.015053277589520533,-4.4526182671003083e-07,0.00033276938284366634,-0.15133218601355314,49.70480882729746,0.000332769680734662,0.002214711129205306,-2.421143745482989e-07,0.0001957200732005987,-0.18223918944877415,39.25766072615242,0.00019572022295362857,0.0007661274593437052,-1.4382842831036163e-07,0.00021726770237451295,-0.07304938510755898,30.221377001382635,0.0002172677499807938,0.0009441052043639799,32.018064411285636,50.772042363945225,7.9,673.819710719285,-641.4611,47.02067,45.11579,42.634373,39.38218,0.0196942971485601,0.0026212318239126646,0.0004438794210769064,id_7
-0.001464126529832281,0.016199494420416998,-0.23399935336211863,2.0033818996809707,0.016265524460418734,5.269909040001387,5.435848418469146e-07,0.002594972825716381,0.22416875786040094,78.20746080566828,0.0025949728826504025,0.13467768211307368,5.183401597604712e-08,0.0017492562485909345,-0.0001767808248375506,207.97357423827677,0.0017492562493589081,0.0611979484873171,-9.440085883650103e-08,0.0011346056705504495,0.0002132143975704045,318.5172846261407,0.0011346056744775946,0.025746600631634184,-1.6911759638176072e-08,0.0007890218739398914,6.236322569525547e-05,219.95031246843445,0.0007890218741211331,0.01245111035362172,69.51469404687406,79.0203632101314,0.1,353.5984671747959,-676.6203,54.43632,51.91588,48.73556,44.547318,0.1201989030844528,0.043256681208139885,0.004683051444095528,id_8
-0.0001246188101815619,0.015245272900726166,0.36590110972256634,7.260888326662286,0.015245782225437522,4.648522198990194,-6.792269797959705e-07,0.004757739662575392,0.012671967042949534,33.464159910397264,0.004757739711059475,0.45272173854290654,8.757563921379459e-08,0.0009600368860178555,-0.00021199981596032875,38.864096704666636,0.0009600368900122293,0.01843341652205486,1.707420530096825e-08,0.0007320713783026557,-6.23610421827506e-05,52.35641536258835,0.0007320713785017677,0.01071857005597761,-5.53815688907849e-09,0.0004164531881336547,3.8866985320823105e-05,85.92776354876031,0.00041645318817047904,0.0034686651582570695,59.75677407634366,64.94694774316284,0.1,607.7752092158838,-683.94574,54.31028,52.40027,49.41517,45.53607,0.2865124807759297,0.03587911663866672,0.0037707933294036135,id_9
